listing_id,date
723033,9/5/2016
723033,9/11/2016
723033,9/18/2016
723033,10/2/2016
723033,10/14/2016
723033,10/23/2016
723033,11/27/2016
723033,12/19/2016
723033,2/12/2017
723033,2/26/2017
723033,4/13/2017
723033,4/16/2017
723033,4/21/2017
723033,4/26/2017
723033,5/28/2017
723033,6/11/2017
723033,6/17/2017
723033,6/25/2017
723033,7/2/2017
723033,7/6/2017
723033,7/9/2017
723033,7/26/2017
723033,7/29/2017
723033,8/13/2017
723033,8/17/2017
723033,8/20/2017
723033,8/27/2017
723033,9/3/2017
723033,9/10/2017
723033,9/23/2017
723033,9/28/2017
723033,10/1/2017
723033,10/8/2017
723033,10/31/2017
723033,11/5/2017
723033,11/26/2017
723033,12/17/2017
723033,12/29/2017
723033,1/1/2018
723033,2/4/2018
723033,2/18/2018
723033,2/25/2018
723033,2/28/2018
723033,3/4/2018
723033,3/11/2018
723033,3/25/2018
723033,4/1/2018
723033,4/8/2018
723033,4/22/2018
723033,5/7/2018
723033,5/13/2018
723033,5/28/2018
723033,6/10/2018
723033,8/12/2018
723033,8/19/2018
723033,10/10/2018
723033,10/28/2018
723033,11/4/2018
723033,11/18/2018
723033,11/25/2018
723033,12/2/2018
723033,12/16/2018
723033,12/29/2018
723033,1/20/2019
723033,2/3/2019
723033,2/17/2019
723033,2/24/2019
723033,3/25/2019
723033,3/31/2019
723033,4/7/2019
723033,4/14/2019
723033,4/21/2019
723033,5/1/2019
723033,5/7/2019
723033,5/26/2019
723033,6/2/2019
723033,6/24/2019
723033,6/30/2019
723033,7/2/2019
723033,7/7/2019
723033,7/20/2019
723033,7/27/2019
723033,8/4/2019
723033,8/9/2019
723033,8/11/2019
723033,8/17/2019
723033,8/25/2019
723033,9/8/2019
723033,9/15/2019
723033,9/22/2019
723033,9/27/2019
723033,9/29/2019
723033,10/8/2019
723033,10/27/2019
723033,11/3/2019
723033,11/10/2019
723033,11/17/2019
723033,11/24/2019
723033,1/1/2020
723033,1/5/2020
723033,3/8/2020
772842,1/4/2013
772842,2/13/2013
772842,4/2/2013
772842,4/7/2013
772842,4/8/2013
772842,4/16/2013
772842,4/22/2013
772842,4/28/2013
772842,5/13/2013
772842,5/20/2013
772842,6/3/2013
772842,6/27/2013
772842,7/8/2013
772842,7/14/2013
772842,7/18/2013
772842,8/7/2013
772842,8/19/2013
772842,8/25/2013
772842,8/26/2013
772842,9/9/2013
772842,9/13/2013
772842,9/30/2013
772842,10/3/2013
772842,10/7/2013
772842,10/15/2013
772842,11/10/2013
772842,12/7/2013
772842,12/23/2013
772842,2/11/2014
772842,3/7/2014
772842,3/24/2014
772842,3/30/2014
772842,5/4/2014
772842,6/2/2014
772842,6/23/2014
772842,9/7/2014
772842,9/14/2014
772842,9/28/2014
772842,10/18/2014
772842,10/19/2014
772842,11/9/2014
772842,11/23/2014
772842,11/30/2014
772842,12/7/2014
772842,1/1/2015
772842,1/4/2015
772842,1/26/2015
772842,2/15/2015
772842,3/15/2015
772842,4/12/2015
772842,6/8/2015
772842,7/5/2015
772842,7/19/2015
772842,8/8/2015
772842,9/27/2015
772842,11/29/2015
772842,12/27/2015
772842,3/11/2016
772842,4/18/2016
772842,5/4/2016
772842,7/8/2016
772842,7/26/2016
772842,8/28/2016
772842,1/1/2017
772842,3/30/2018
772842,6/1/2018
778043,12/30/2012
778043,1/2/2013
778043,3/4/2013
778043,4/1/2013
778043,5/1/2013
778043,5/12/2013
778043,5/21/2013
778043,8/13/2013
778043,9/10/2013
778043,10/4/2013
778043,10/28/2013
778043,11/4/2013
778043,1/3/2014
778043,2/25/2014
778043,4/1/2014
778043,4/7/2014
778043,5/12/2014
778043,6/30/2014
778043,8/18/2014
778043,10/14/2014
778043,12/1/2014
778043,1/3/2015
778043,3/28/2015
778043,4/6/2015
778043,4/14/2015
778043,4/27/2015
778043,5/8/2015
778043,5/22/2015
778043,5/26/2015
778043,6/9/2015
778043,6/15/2015
778043,8/1/2015
778043,8/23/2015
778043,9/1/2015
778043,12/18/2015
778043,1/3/2016
778043,5/7/2016
778043,5/22/2016
778043,11/7/2016
778043,12/31/2016
778043,4/29/2017
778043,12/10/2017
778043,1/1/2018
778043,3/4/2018
778043,4/1/2018
778043,5/13/2018
778043,7/22/2018
778043,7/28/2018
778043,8/26/2018
778043,11/4/2018
778043,1/1/2019
778043,1/4/2019
778043,2/24/2019
778043,6/2/2019
778043,6/21/2019
778043,7/24/2019
778043,8/31/2019
778043,9/22/2019
778043,10/18/2019
778043,10/25/2019
778043,11/4/2019
778043,1/1/2020
789555,1/7/2013
789555,3/18/2013
789555,3/22/2013
789555,4/22/2013
789555,7/13/2013
789555,11/18/2013
789555,2/3/2014
789555,3/8/2014
789555,4/5/2014
789555,4/8/2014
789555,5/3/2014
789555,6/16/2014
789555,7/3/2014
789555,7/17/2014
789555,7/22/2014
789555,8/1/2014
789555,8/26/2014
789555,11/10/2014
789555,2/9/2015
789555,5/6/2015
789555,5/26/2015
789555,7/6/2015
789555,8/10/2015
789555,1/2/2016
789555,4/17/2016
789555,5/7/2016
789555,5/15/2016
789555,10/5/2016
789555,10/14/2016
789555,11/19/2016
789555,7/30/2017
789555,8/3/2017
789555,12/10/2017
789555,12/30/2017
789555,3/28/2018
789555,4/17/2018
789555,5/27/2018
789555,7/23/2018
789555,10/3/2018
789555,10/28/2018
789555,3/24/2019
789555,3/31/2019
789555,4/21/2019
789555,4/26/2019
789555,7/17/2019
789555,12/22/2019
789555,3/7/2020
789555,3/9/2020
813969,6/17/2015
813969,11/15/2015
813969,11/23/2015
813969,1/27/2016
813969,5/8/2016
813969,10/1/2016
813969,11/10/2016
813969,12/21/2016
813969,3/31/2017
813969,9/14/2017
813969,10/18/2017
813969,12/30/2017
813969,3/3/2018
813969,3/4/2018
813969,3/18/2018
813969,4/2/2018
813969,4/15/2018
813969,6/10/2018
813969,6/13/2018
813969,7/11/2018
813969,8/3/2018
813969,8/5/2018
813969,8/8/2018
813969,8/17/2018
813969,8/19/2018
813969,8/22/2018
813969,8/25/2018
813969,8/27/2018
813969,9/27/2018
813969,9/28/2018
813969,10/2/2018
813969,10/7/2018
813969,10/31/2018
813969,12/16/2018
813969,12/30/2018
813969,1/11/2019
813969,1/13/2019
813969,2/19/2019
813969,3/3/2019
813969,3/23/2019
813969,4/6/2019
813969,4/30/2019
813969,5/1/2019
813969,5/12/2019
813969,6/9/2019
813969,6/21/2019
813969,6/28/2019
813969,7/30/2019
813969,9/13/2019
813969,9/27/2019
813969,10/22/2019
813969,11/2/2019
813969,12/1/2019
813969,12/19/2019
813969,12/31/2019
813969,1/12/2020
813969,2/28/2020
813969,7/1/2020
813969,8/21/2020
813969,9/6/2020
813969,9/12/2020
813969,10/17/2020
842077,12/29/2012
842077,1/2/2013
842077,1/5/2013
842077,1/7/2013
842077,1/24/2013
842077,1/26/2013
842077,2/1/2013
842077,2/4/2013
842077,2/22/2013
842077,2/26/2013
842077,3/4/2013
842077,3/12/2013
842077,3/25/2013
842077,3/30/2013
842077,3/31/2013
842077,4/1/2013
842077,4/6/2013
842077,4/8/2013
842077,4/9/2013
842077,4/12/2013
842077,4/18/2013
842077,4/19/2013
842077,4/21/2013
842077,4/23/2013
842077,4/24/2013
842077,4/26/2013
842077,4/27/2013
842077,4/30/2013
842077,5/2/2013
842077,5/5/2013
842077,5/6/2013
842077,5/7/2013
842077,5/8/2013
842077,5/9/2013
842077,5/11/2013
842077,5/12/2013
842077,5/13/2013
842077,5/21/2013
842077,5/22/2013
842077,5/29/2013
842077,6/9/2013
842077,6/10/2013
842077,6/27/2013
842077,7/1/2013
842077,7/3/2013
842077,7/5/2013
842077,7/6/2013
842077,7/9/2013
